지역,링크아이디,도로명,평균속도, 평균통행량 
세종특별자치시 -,4130086600,집현중앙로,27.2,26.1
세종특별자치시 -,4130086700,집현중앙로,34.5,13
세종특별자치시 -,4130086800,집현중앙로,32.9,9.9
세종특별자치시 -,4130086900,금남구즉로,35.6,1.8
세종특별자치시 -,4130087000,금남구즉로,35.4,1.8
세종특별자치시 -,4130087100,집현중앙6로,25.8,12.9
세종특별자치시 -,4130087200,집현중앙6로,23.3,17.5
세종특별자치시 -,4130087300,집현중앙8로,31.5,22.8
세종특별자치시 -,4130087400,집현중앙8로,30.3,19.7
세종특별자치시 -,4130087500,집현중앙로,26.4,37.7
세종특별자치시 -,4130087600,집현중앙로,29.8,26.6
세종특별자치시 -,4130087700,행복대로,64.6,84
세종특별자치시 -,4130087800,행복대로,70.2,100.4
세종특별자치시 -,4130087900,행복대로,43.9,212.2
세종특별자치시 -,4130088000,행복대로,58.3,222.3
세종특별자치시 -,4130088100,행복대로,49.1,89.2
세종특별자치시 -,4130088200,행복대로,48.5,60
세종특별자치시 -,4130088300,행복대로,74.5,32.2
세종특별자치시 -,4130088400,행복대로,71.8,20.8
세종특별자치시 -,4130088700,-,18.6,0.7
세종특별자치시 -,4130088800,-,20.4,0.5
세종특별자치시 -,4130088900,성강길,33.7,1.5
세종특별자치시 -,4130089000,성강길,32.8,1.3
세종특별자치시 -,4130089100,반포세종로,96.8,12
세종특별자치시 -,4130089200,반포세종로,95,9.5
세종특별자치시 -,4130089300,반포세종로,92.8,13.8
세종특별자치시 -,4130089400,반포세종로,91,11.1
세종특별자치시 -,4130089500,송곡로,36.7,1.5
세종특별자치시 -,4130089600,송곡로,64.9,3.7
세종특별자치시 -,4130089700,반포세종로,72.7,6.3
세종특별자치시 -,4130089800,반포세종로,76.1,5.9
세종특별자치시 -,4130089900,반포세종로,91.2,14.6
세종특별자치시 -,4130090000,반포세종로,90.1,10.9
세종특별자치시 -,4130090100,진동길,79.3,6.6
세종특별자치시 -,4130090200,진동길,70.2,7.8
세종특별자치시 -,4130090300,반포세종로,75.7,5.2
세종특별자치시 -,4130090400,당진영덕고속도로,95.8,63.6
세종특별자치시 -,4130090500,당진영덕고속도로,95.6,36.4
세종특별자치시 -,4130090600,반포세종로,94.7,14.1
세종특별자치시 -,4130090700,반포세종로,94,12.3
세종특별자치시 -,4130090800,반포세종로,48.7,1.5
세종특별자치시 -,4130090900,안금로,78.1,27.6
세종특별자치시 -,4130091000,안금로,76.7,27
세종특별자치시 -,4130091100,안금로,39.2,6.2
세종특별자치시 -,4130091200,안금로,37.2,7.3
세종특별자치시 -,4130091300,당진영덕고속도로,105.9,71.3
세종특별자치시 -,4130091400,당진영덕고속도로,90.7,43.6
세종특별자치시 -,4130091500,당진영덕고속도로,59.7,14.4
세종특별자치시 -,4130091600,당진영덕고속도로,65.6,36.2
세종특별자치시 -,4130091700,세종로,90.2,506.3
세종특별자치시 -,4130091800,세종로,84.6,277.7
세종특별자치시 -,4130091900,당진영덕고속도로,55.4,14.9
세종특별자치시 -,4130092000,당진영덕고속도로,45.8,11.4
세종특별자치시 -,4130092100,반포세종로,91.8,22.5
세종특별자치시 -,4130092200,반포세종로,89.2,22
세종특별자치시 -,4130092300,당진영덕고속도로,94.6,32.7
세종특별자치시 -,4130092400,당진영덕고속도로,71.3,27.4
세종특별자치시 -,4130092500,세종로,85.5,257
세종특별자치시 -,4130092600,세종로,88.4,296.8
세종특별자치시 -,4130092700,세종로,84.1,575.4
세종특별자치시 -,4130092800,세종로,75.8,454.3
세종특별자치시 -,4130092900,세종로,84.5,250.5
세종특별자치시 -,4130093000,세종로,90.7,404.3
세종특별자치시 -,4130093100,안금로,65.8,14.5
세종특별자치시 -,4130093200,안금로,52.3,20.8
세종특별자치시 -,4130093300,세종로,77.3,505.5
세종특별자치시 -,4130093400,세종로,88.1,277.8
세종특별자치시 -,4130093500,세종로,73.4,200.5
세종특별자치시 -,4130093600,세종로,79.6,346
세종특별자치시 -,4130093700,당진영덕고속도로,104.4,134.5
세종특별자치시 -,4130093800,당진영덕고속도로,104.3,158.2
세종특별자치시 -,4130093900,반포세종로,91.3,11.2
세종특별자치시 -,4130094000,반포세종로,86.5,10.9
세종특별자치시 -,4130094100,채나무길,45.8,13
세종특별자치시 -,4130094200,채나무길,48.7,15.8
세종특별자치시 -,4130094300,채나무길,21,28.9
세종특별자치시 -,4130094400,채나무길,28.2,26.9
세종특별자치시 -,4130094500,채나무길,29.1,16
세종특별자치시 -,4130094600,채나무길,32.4,23.9
세종특별자치시 -,4130094700,안금로,66.8,312.8
세종특별자치시 -,4130094800,안금로,56,333.5
세종특별자치시 -,4130094900,반포세종로,74.1,24.7
세종특별자치시 -,4130095000,반포세종로,65.4,31.6
세종특별자치시 -,4130095100,세종로,93,458.7
세종특별자치시 -,4130095200,세종로,87.7,472.1
세종특별자치시 -,4130095300,반포세종로,50.2,8.6
세종특별자치시 -,4130095400,반포세종로,86.9,20.6
세종특별자치시 -,4130095500,반포세종로,82.5,20.5
세종특별자치시 -,4130095600,반포세종로,45.8,14.1
세종특별자치시 -,4130095700,반포세종로,59.4,10.1
세종특별자치시 -,4130095800,반포세종로,44.8,8.9
세종특별자치시 -,4130095900,반포세종로,70.1,2.4
세종특별자치시 -,4130096000,세종로,88.6,236.2
세종특별자치시 -,4130096100,세종로,80.7,216.6
세종특별자치시 -,4130096200,반포세종로,83.6,417.2
세종특별자치시 -,4130096300,세종로,86.4,554.7
세종특별자치시 -,4130096400,세종로,89.7,542.3
세종특별자치시 -,4130096500,세종로,90.2,805.6
세종특별자치시 -,4130096600,반포세종로,83.7,36.9
세종특별자치시 -,4130096700,반포세종로,79.4,33
세종특별자치시 -,4130096800,반포세종로,54.6,5.4
세종특별자치시 -,4130096900,금벽로,85.9,114.5
세종특별자치시 -,4130097000,금벽로,90.6,104.7
세종특별자치시 -,4130097100,반포세종로,74,20.6
세종특별자치시 -,4130097200,반포세종로,71.6,16.6
세종특별자치시 -,4130097300,안금로,47.9,23
세종특별자치시 -,4130097400,안금로,49.7,36.5
세종특별자치시 -,4130097500,반포세종로,82.3,476.9
세종특별자치시 -,4130097600,세종로,83.6,211.9
세종특별자치시 -,4130097700,산림박물관길,18.3,0.3
세종특별자치시 -,4130097800,산림박물관길,13.4,0.2
세종특별자치시 -,4130097900,세종로,88.7,254.2
세종특별자치시 -,4130098000,세종로,87.2,273.9
세종특별자치시 -,4130098100,산림박물관길,22.8,1.2
세종특별자치시 -,4130098200,산림박물관길,23.1,1.4
세종특별자치시 -,4130098300,산림박물관길,30.4,4.2
세종특별자치시 -,4130098400,산림박물관길,32.7,2.6
세종특별자치시 -,4130098500,금송로,53.3,33.4
세종특별자치시 -,4130098600,금송로,39.7,13.7
세종특별자치시 -,4130098700,풍경채길,36.5,14.3
세종특별자치시 -,4130098800,풍경채길,33.7,12.3
세종특별자치시 -,4130098900,금송로,64,77.3
세종특별자치시 -,4130099000,금송로,63.8,52
세종특별자치시 -,4130099100,금송로,74.5,61.7
세종특별자치시 -,4130099200,금송로,71,77.8
세종특별자치시 -,4130099300,세종로,90.3,251.5
세종특별자치시 -,4130099400,세종로,89.9,115.3
세종특별자치시 -,4130099500,금암길,49.7,63.8
세종특별자치시 -,4130099600,금암길,49.4,68.8
세종특별자치시 -,4130099700,금천2길,30.7,0.4
세종특별자치시 -,4130099800,금천2길,24,0.2
세종특별자치시 -,4130099900,도남2길,22.6,4.1
세종특별자치시 -,4130100000,도남2길,26.2,3.9
세종특별자치시 -,4130100100,도남2길,14.6,1
세종특별자치시 -,4130100200,도남2길,19,1.4
세종특별자치시 -,4130100300,도남1길,37.4,3.7
세종특별자치시 -,4130100400,도남1길,30.1,3
세종특별자치시 -,4130100500,산림박물관길,38.3,2
세종특별자치시 -,4130100600,산림박물관길,38.8,2.7
세종특별자치시 -,4130100700,안금로,26.5,9.9
세종특별자치시 -,4130100800,안금로,32.4,3.7
세종특별자치시 -,4130100900,세종로,91,268.4
세종특별자치시 -,4130101000,세종로,84.7,289.8
세종특별자치시 -,4130101100,바람재로,36.8,8.2
세종특별자치시 -,4130101200,바람재로,38.4,8.2
세종특별자치시 -,4130101300,도남1길,30.6,1.5
세종특별자치시 -,4130101400,도남1길,31.1,1.9
세종특별자치시 -,4130101500,바람재로,36,12.3
세종특별자치시 -,4130101600,바람재로,31,11.8
세종특별자치시 -,4130101700,대학길,15.3,748.8
세종특별자치시 -,4130101800,대학길,35.4,729.4
세종특별자치시 -,4130101900,금벽로,69.9,36.6
세종특별자치시 -,4130102000,금벽로,89.5,111.7
세종특별자치시 -,4130102100,금송로,72.1,29.1
세종특별자치시 -,4130102200,금송로,80.1,41.1
세종특별자치시 -,4130102300,산림박물관길,45.7,3.9
세종특별자치시 -,4130102400,산림박물관길,52.4,3.6
세종특별자치시 -,4130102500,바람재로,37.8,2
세종특별자치시 -,4130102600,바람재로,37.8,2
세종특별자치시 -,4130102700,바람재로,39.6,2.2
세종특별자치시 -,4130102800,바람재로,41.9,2
세종특별자치시 -,4130102900,바람재로,45.5,3.6
세종특별자치시 -,4130103000,바람재로,44.6,4.4
세종특별자치시 -,4130103100,바람재로,33.4,0.4
세종특별자치시 -,4130103200,바람재로,34.7,0.1
세종특별자치시 -,4130103300,바람재로,37,5.3
세종특별자치시 -,4130103400,바람재로,37.1,5.1
세종특별자치시 -,4130103500,금송로,68.4,74.6
세종특별자치시 -,4130103600,금송로,74.5,77.7
세종특별자치시 -,4130103700,금천1길,19.1,2.4
세종특별자치시 -,4130103800,금천1길,24.2,1.8
세종특별자치시 -,4130103900,바람재로,34.9,2
세종특별자치시 -,4130104000,바람재로,36.9,0.8
세종특별자치시 -,4130104100,안금로,25.8,7.7
세종특별자치시 -,4130104200,안금로,37,6.1
세종특별자치시 -,4130104300,산림박물관길,51.9,20.5
세종특별자치시 -,4130104400,산림박물관길,41.5,26.2
세종특별자치시 -,4130104500,세종로,91.5,263.8
세종특별자치시 -,4130104600,세종로,85.2,288.2
세종특별자치시 -,4130104700,금송로,78.1,60.7
세종특별자치시 -,4130104800,금송로,64.5,30.1
세종특별자치시 -,4130104900,금병로,29.3,1.4
세종특별자치시 -,4130105000,금병로,32.5,2.7
세종특별자치시 -,4130105100,금병로,23.7,0.8
세종특별자치시 -,4130105200,금병로,23.5,2.2
세종특별자치시 -,4130105300,세종로,91.1,614.4
세종특별자치시 -,4130105400,세종로,83.2,337.9
세종특별자치시 -,4130105500,금병로,32.5,7.6
세종특별자치시 -,4130105600,금병로,29.8,9.3
세종특별자치시 -,4130105700,도남1길,29.4,0.5
세종특별자치시 -,4130105800,도남1길,33.5,1
세종특별자치시 -,4130105900,도남1길,40.7,0.7
세종특별자치시 -,4130106000,도남1길,43.2,0.5
세종특별자치시 -,4130106100,안금로,28.5,4.3
세종특별자치시 -,4130106200,안금로,25.5,5.3
세종특별자치시 -,4130106300,도암영곡길,23.1,3.9
세종특별자치시 -,4130106400,도암영곡길,26.9,4.3
세종특별자치시 -,4130106500,도암영곡길,13.7,0.6
세종특별자치시 -,4130106600,도암영곡길,18.3,0.4
세종특별자치시 -,4130106700,안금로,26.7,2.7
세종특별자치시 -,4130106800,안금로,85.7,347.3
세종특별자치시 -,4130106900,안금로,85.1,349
세종특별자치시 -,4130107000,안금로,83.9,308.4
세종특별자치시 -,4130107100,금송로,87.2,54.2
세종특별자치시 -,4130107200,금송로,85.1,15.9
세종특별자치시 -,4130107300,성덕영곡길,79.4,51.3
세종특별자치시 -,4130107400,성덕영곡길,80.2,50.8
세종특별자치시 -,4130107500,원봉안길,21.6,1.3
세종특별자치시 -,4130107600,원봉안길,24.1,1
세종특별자치시 -,4130107700,안금로,50.2,6.9
세종특별자치시 -,4130107800,세종로,83.5,292.3
세종특별자치시 -,4130107900,세종로,57.9,18.1
세종특별자치시 -,4130108000,원봉1길,30.6,1.2
세종특별자치시 -,4130108100,원봉1길,32,1.2
세종특별자치시 -,4130108200,도암영곡길,35.4,7
세종특별자치시 -,4130108300,도암영곡길,32.2,1.8
세종특별자치시 -,4130108400,세종로,79.4,571.1
세종특별자치시 -,4130108500,세종로,62.5,302.3
세종특별자치시 -,4130108600,금송로,57.8,113.3
세종특별자치시 -,4130108700,금송로,49.5,111
세종특별자치시 -,4130108800,원봉1길,20.3,0.4
세종특별자치시 -,4130108900,원봉1길,15.9,0.4
세종특별자치시 -,4130109000,세종로,84.8,261.1
세종특별자치시 -,4130109100,세종로,84.2,738.5
세종특별자치시 -,4130109200,세종로,79.9,662.9
세종특별자치시 -,4130109300,금송로,51.4,174.2
세종특별자치시 -,4130109400,금송로,66,197.5
세종특별자치시 -,4130109500,사덕골길,44.7,718.7
세종특별자치시 -,4130109600,사덕골길,41.2,715.2
세종특별자치시 -,4130109700,원봉1길,31.1,0.4
세종특별자치시 -,4130109800,원봉1길,30.1,0.4
세종특별자치시 -,4130109900,금송로,84.8,244
세종특별자치시 -,4130110000,금송로,91,242
세종특별자치시 -,4130110100,발산1길,77.5,309.9
세종특별자치시 -,4130110200,발산1길,68.7,322.4
세종특별자치시 -,4130110300,세종로,65,267.1
세종특별자치시 -,4130110400,발산1길,22.2,8.2
세종특별자치시 -,4130110500,발산1길,25.1,21.6
세종특별자치시 -,4130110600,발산1길,32.1,59.7
세종특별자치시 -,4130110700,발산1길,47.7,118
세종특별자치시 -,4130110800,성덕영곡길,42.6,10.1
세종특별자치시 -,4130110900,성덕영곡길,37.6,11.4
세종특별자치시 -,4130111000,세종로,78.1,271.8
세종특별자치시 -,4130111100,성덕1길,34.8,6
세종특별자치시 -,4130111200,성덕1길,33.9,4.2
세종특별자치시 -,4130111300,세종로,80.5,305
세종특별자치시 -,4130111400,세종로,86.5,283.6
세종특별자치시 -,4130111500,바람재로,49.1,1.3
세종특별자치시 -,4130111600,바람재로,45.7,1.4
세종특별자치시 -,4130111700,성덕영곡길,43.8,3.6
세종특별자치시 -,4130111800,성덕영곡길,46.8,6.2
세종특별자치시 -,4130111900,용포로,34.4,84.6
세종특별자치시 -,4130112000,용포로,54.9,122.2
세종특별자치시 -,4130112100,세종로,75.7,269.8
세종특별자치시 -,4130112200,세종로,87.2,225.2
세종특별자치시 -,4130112300,성덕1길,100.8,27.2
세종특별자치시 -,4130112400,성덕1길,27.1,1.8
세종특별자치시 -,4130112500,성덕1길,30.6,1.8
세종특별자치시 -,4130112600,성덕1길,100.6,25.3
세종특별자치시 -,4130112700,대학길,25.3,263.5
세종특별자치시 -,4130112800,대학길,33.9,93.8
세종특별자치시 -,4130112900,용포로,29.9,50.4
세종특별자치시 -,4130113000,용포로,24.6,31.1
세종특별자치시 -,4130113100,용포로,30.5,38
세종특별자치시 -,4130113200,용포로,32.3,54.3
세종특별자치시 -,4130113300,세종로,46.9,46.1
세종특별자치시 -,4130113400,세종로,77.6,203.6
세종특별자치시 -,4130113500,대학길,14.1,153.2
세종특별자치시 -,4130113600,대학길,29.4,143.4
세종특별자치시 -,4130113700,대학길,32.5,242.6
세종특별자치시 -,4130113800,대학길,22.5,194.1
세종특별자치시 -,4130113900,성덕영곡길,64.9,340.7
세종특별자치시 -,4130114000,성덕영곡길,65.9,344.4
세종특별자치시 -,4130114100,세종로,72.7,348.6
세종특별자치시 -,4130114200,세종로,81,479.1
세종특별자치시 -,4130114300,당진영덕고속도로,97.9,12.6
세종특별자치시 -,4130114400,당진영덕고속도로,100.8,58.9
세종특별자치시 -,4130114500,구룡달전로,47.6,1.5
세종특별자치시 -,4130114600,구룡달전로,46.2,1.4
세종특별자치시 -,4130114700,용포로,25.6,72.4
세종특별자치시 -,4130114800,용포로,25.5,87.3
세종특별자치시 -,4130114900,용포2길,25.8,50.3
세종특별자치시 -,4130115000,용포2길,23.6,38
세종특별자치시 -,4130115100,구룡달전로,40.7,0.7
세종특별자치시 -,4130115200,구룡달전로,35.3,0.8
세종특별자치시 -,4130115300,문절사길,36.4,1.2
세종특별자치시 -,4130115400,문절사길,35.5,1.3
세종특별자치시 -,4130115500,구룡달전로,46.8,2.3
세종특별자치시 -,4130115600,구룡달전로,42.5,2.3
세종특별자치시 -,4130115700,세종1로,35.6,577
세종특별자치시 -,4130115800,세종1로,65.1,426.9
세종특별자치시 -,4130115900,세종로,73.3,533.2
세종특별자치시 -,4130116000,세종로,79.8,364.5
세종특별자치시 -,4130116100,금송로,74.3,121.2
세종특별자치시 -,4130116200,금송로,74.6,0.4
세종특별자치시 -,4130116300,용포로,20.2,125.5
세종특별자치시 -,4130116400,용포로,20.1,76.8
세종특별자치시 -,4130116500,금송로,43.2,160.4
세종특별자치시 -,4130116600,금송로,2.7,35.9
세종특별자치시 -,4130116700,당진영덕고속도로,100.2,314.3
세종특별자치시 -,4130116800,당진영덕고속도로,106.3,440
세종특별자치시 -,4130116900,구룡달전로,61.2,47.6
세종특별자치시 -,4130117000,구룡달전로,48.9,36
세종특별자치시 -,4130117100,금송로,48.9,337.2
세종특별자치시 -,4130117200,금송로,52.3,264.7
세종특별자치시 -,4130117300,라온로,37.3,98.8
세종특별자치시 -,4130117400,라온로,33.8,103.9
세종특별자치시 -,4130117500,용포로,21.6,110.4
세종특별자치시 -,4130117600,용포로,21.3,74.1
세종특별자치시 -,4130117700,행복대로,70.4,215.3
세종특별자치시 -,4130117800,행복대로,64.3,178.8
세종특별자치시 -,4130117900,행복대로,36.1,327.7
세종특별자치시 -,4130118000,행복대로,45.4,341.8
세종특별자치시 -,4130118100,종합터미널로,41.6,25.5
세종특별자치시 -,4130118200,종합터미널로,40.1,29.3
세종특별자치시 -,4130118300,세종로,62.4,229
세종특별자치시 -,4130118400,세종로,66.3,168.7
세종특별자치시 -,4130118500,행복대로,38.4,38.8
세종특별자치시 -,4130118600,행복대로,62.7,48.7
세종특별자치시 -,4130118700,종합경기장로,32.8,5.1
세종특별자치시 -,4130118800,종합경기장로,33.9,3.9
세종특별자치시 -,4130118900,행복대로,27.1,88.9
세종특별자치시 -,4130119000,행복대로,51.6,60.4
세종특별자치시 -,4130119100,행복대로,31.4,200.9
세종특별자치시 -,4130119200,행복대로,13.9,267.2
세종특별자치시 -,4130119300,용포로,20.9,104
세종특별자치시 -,4130119400,용포로,19.7,88.9
세종특별자치시 -,4130119500,세종1로,19,287
세종특별자치시 -,4130119600,세종1로,20.5,320.2
세종특별자치시 -,4130119700,종합경기장로,21.4,6.9
세종특별자치시 -,4130119800,종합경기장로,33.1,3.2
세종특별자치시 -,4130119900,세종로,70.1,243.1
세종특별자치시 -,4130120000,세종로,66.6,193.9
세종특별자치시 -,4130120100,행복대로,56.9,98.8
세종특별자치시 -,4130120200,행복대로,28.4,124.2
세종특별자치시 -,4130120300,종합터미널로,23.2,47
세종특별자치시 -,4130120400,종합터미널로,27.8,20.9
세종특별자치시 -,4130120500,금남구즉로,19.1,90.1
세종특별자치시 -,4130120600,금남구즉로,23.5,72.4
세종특별자치시 -,4130120700,행복대로,63.2,136.3
세종특별자치시 -,4130120800,행복대로,59.5,155.2
세종특별자치시 -,4130120900,종합경기장로,22,10.1
세종특별자치시 -,4130121000,종합경기장로,20,4.7
세종특별자치시 -,4130121100,해들로,36.2,51.3
세종특별자치시 -,4130121200,해들로,21.1,81.7
세종특별자치시 -,4130121300,해들로,21.4,38.1
세종특별자치시 -,4130121400,해들로,5.7,118.7
세종특별자치시 -,4130121500,종합터미널로,27,65.5
세종특별자치시 -,4130121600,종합터미널로,20.6,12.6
세종특별자치시 -,4130121700,해들로,31,13.8
세종특별자치시 -,4130121800,해들로,28.5,16.6
세종특별자치시 -,4130121900,행복대로,52.9,311.4
세종특별자치시 -,4130122000,행복대로,48.6,284.4
세종특별자치시 -,4130122100,구즉세종로,89.2,124.9
세종특별자치시 -,4130122200,구즉세종로,88.3,94.5
세종특별자치시 -,4130122300,행복대로,47.5,56.4
세종특별자치시 -,4130122400,행복대로,58.9,98.9
세종특별자치시 -,4130122500,해들로,24.9,149.3
세종특별자치시 -,4130122600,해들로,14.9,184.9
세종특별자치시 -,4130122700,소로,22.8,134.1
세종특별자치시 -,4130122800,소로,14.1,139.9
세종특별자치시 -,4130122900,종합경기장로,22,4.5
세종특별자치시 -,4130123000,종합경기장로,20.3,1.3
세종특별자치시 -,4130123100,금남구즉로,29.1,13.9
세종특별자치시 -,4130123200,금남구즉로,28.9,16.5
세종특별자치시 -,4130123300,행복대로,29.9,97
세종특별자치시 -,4130123400,행복대로,51.2,132.4
세종특별자치시 -,4130123500,대평로,22.2,60.5
세종특별자치시 -,4130123600,대평로,24.1,71.1
세종특별자치시 -,4130123700,세종1로,40.4,168.8
세종특별자치시 -,4130123800,세종1로,18.5,234
세종특별자치시 -,4130123900,종합터미널로,39.2,52.4
세종특별자치시 -,4130124000,종합터미널로,36.1,8.4
세종특별자치시 -,4130124100,금송로,25.1,167.2
세종특별자치시 -,4130124200,금송로,25,193.2
세종특별자치시 -,4130124300,행복대로,54.4,96.1
세종특별자치시 -,4130124400,행복대로,28.1,124.7
세종특별자치시 -,4130124500,종합터미널로,13,92.1
세종특별자치시 -,4130124600,종합터미널로,36.3,70.1
세종특별자치시 -,4130124700,금송로부속1길,34.9,63
세종특별자치시 -,4130124800,금송로부속1길,48.6,57.2
세종특별자치시 -,4130124900,대평로,18,72.1
세종특별자치시 -,4130125000,대평로,18.2,78.2
세종특별자치시 -,4130125100,세종로,67.5,215.3
세종특별자치시 -,4130125200,세종로,63.8,175.2
세종특별자치시 -,4130125300,금병로,39.9,1.5
세종특별자치시 -,4130125400,금병로,43.4,1.4
세종특별자치시 -,4130125500,종합경기장로,54.9,1.7
세종특별자치시 -,4130125600,종합경기장로,60,1.3
세종특별자치시 -,4130125700,세종1로,9.2,202.1
세종특별자치시 -,4130125800,세종1로,29.8,302.2
세종특별자치시 -,4130125900,한누리대로,12.8,223.6
세종특별자치시 -,4130126000,한누리대로,32.2,111.3
세종특별자치시 -,4130126100,한누리대로,24.5,325.6
세종특별자치시 -,4130126200,한누리대로,46.2,186.5
세종특별자치시 -,4130126300,한누리대로,60.9,164.4
세종특별자치시 -,4130126400,한누리대로,45.2,140.2
세종특별자치시 -,4130126500,나리로,26.1,62.5
세종특별자치시 -,4130126600,나리로,31.1,68.1
세종특별자치시 -,4130126700,세종로,29.2,166.9
세종특별자치시 -,4130126800,세종로,54.4,122.7
세종특별자치시 -,4130126900,한누리대로,52.5,110.4
세종특별자치시 -,4130127000,한누리대로,45.8,318
세종특별자치시 -,4130127100,세종로,69.7,347
세종특별자치시 -,4130127200,세종로,69.3,308.2
세종특별자치시 -,4130127300,행복대로,60.5,104.4
세종특별자치시 -,4130127400,행복대로,58.3,148.8
세종특별자치시 -,4130127500,한누리대로,25.9,261.5
세종특별자치시 -,4130127600,한누리대로,13.9,263.5
세종특별자치시 -,4130127700,대평로,18.5,50
세종특별자치시 -,4130127800,대평로,18.2,53.8
세종특별자치시 -,4130127900,대평1길,17.5,54.4
세종특별자치시 -,4130128000,대평1길,19.1,44.5
세종특별자치시 -,4130128100,세종1로,29.5,209
세종특별자치시 -,4130128200,세종1로,17.2,137.8
세종특별자치시 -,4130128300,한누리대로,63.6,162.3
세종특별자치시 -,4130128400,한누리대로,64.6,191.5
세종특별자치시 -,4130128500,대평2길,17.1,52.6
세종특별자치시 -,4130128600,대평2길,18,54.3
세종특별자치시 -,4130128700,금남구즉로,27,5.4
세종특별자치시 -,4130128800,금남구즉로,37.4,7.9
세종특별자치시 -,4130128900,나리로,40.2,179.2
세종특별자치시 -,4130129000,나리로,23.2,174.8
세종특별자치시 -,4130129100,세종로,54,120.2
세종특별자치시 -,4130129200,세종로,50.4,193
세종특별자치시 -,4130129300,행복대로,73.8,171.7
세종특별자치시 -,4130129400,행복대로,70,190.3
세종특별자치시 -,4130129500,보람서로,35.5,123.6
세종특별자치시 -,4130129600,보람서로,27.9,117.4
세종특별자치시 -,4130129700,한누리대로,50.2,191.4
세종특별자치시 -,4130129800,한누리대로,70.6,227.4
세종특별자치시 -,4130129900,세종로,70.3,257.7
세종특별자치시 -,4130130000,세종로,70.9,292.6
세종특별자치시 -,4130130100,세종1로,30.4,85.4
세종특별자치시 -,4130130200,세종1로,50.7,69.6
세종특별자치시 -,4130130300,대평로,12.7,179
세종특별자치시 -,4130130400,대평로,12,187.3
세종특별자치시 -,4130130500,구즉세종로,92.2,107.8
세종특별자치시 -,4130130600,구즉세종로,91,81.3
세종특별자치시 -,4130130700,금남구즉로,30.4,15.1
세종특별자치시 -,4130130800,금남구즉로,45.6,20.5
세종특별자치시 -,4130130900,한누리대로,37,213.8
세종특별자치시 -,4130131000,한누리대로,30.6,188.5
세종특별자치시 -,4130131100,라온로,54.6,15
세종특별자치시 -,4130131200,라온로,54.7,21.1
세종특별자치시 -,4130131300,대평로,18.3,95.8
세종특별자치시 -,4130131400,대평로,14.2,114.4
세종특별자치시 -,4130131500,구즉세종로,91.3,118.3
세종특별자치시 -,4130131600,구즉세종로,82.8,93.8
세종특별자치시 -,4130131700,나리로,9.6,94.8
세종특별자치시 -,4130131800,나리로,34.9,103.7
세종특별자치시 -,4130131900,남세종로,23,62.1
세종특별자치시 -,4130132000,남세종로,26.5,49.1
세종특별자치시 -,4130132100,보람서로,25.3,140.7
세종특별자치시 -,4130132200,보람서로,22.1,140.2
세종특별자치시 -,4130132300,세종1로,40.9,135.9
세종특별자치시 -,4130132400,세종1로,20.1,132.1
세종특별자치시 -,4130132500,대평로,20.2,53.5
세종특별자치시 -,4130132600,대평로,19.7,61.1
세종특별자치시 -,4130132700,나리로,34,92.7
세종특별자치시 -,4130132800,나리로,14.1,99.8
세종특별자치시 -,4130132900,누리로,20.1,122.7
세종특별자치시 -,4130133000,누리로,20.9,123.6
세종특별자치시 -,4130133100,시청대로,26.9,59.2
세종특별자치시 -,4130133200,시청대로,33.2,73.1
세종특별자치시 -,4130133300,구즉세종로,92.2,90.9
세종특별자치시 -,4130133400,구즉세종로,89.4,50
세종특별자치시 -,4130133500,구즉세종로,53.6,23
세종특별자치시 -,4130133600,구즉세종로,73.1,121.4
세종특별자치시 -,4130133700,구룡달전로,50.5,32.2
세종특별자치시 -,4130133800,구룡달전로,61.4,41.6
세종특별자치시 -,4130133900,세종1로,66.6,103.9
세종특별자치시 -,4130134000,세종1로,64.1,221.5
세종특별자치시 -,4130134100,구즉세종로,89.8,46.5
세종특별자치시 -,4130134200,구즉세종로,89.5,90.5
세종특별자치시 -,4130134300,구즉세종로,56.2,340.8
세종특별자치시 -,4130134400,구즉세종로,76.5,263.5
세종특별자치시 -,4130134500,남세종로,17.8,49.8
세종특별자치시 -,4130134600,남세종로,18.4,62
세종특별자치시 -,4130134700,시청대로,31.9,68.9
세종특별자치시 -,4130134800,시청대로,26.9,57.7
세종특별자치시 -,4130134900,행복대로,64.6,258.2
세종특별자치시 -,4130135000,행복대로,68.2,248
세종특별자치시 -,4130135100,행복대로,55,134.2
세종특별자치시 -,4130135200,행복대로,52.9,130.7
세종특별자치시 -,4130135300,시청대로,38.8,53.4
세종특별자치시 -,4130135400,시청대로,35.9,43
세종특별자치시 -,4130135500,한누리대로,31.1,159.8
세종특별자치시 -,4130135600,한누리대로,30.9,167.8
세종특별자치시 -,4130135700,산학리길,61.2,140.1
세종특별자치시 -,4130135800,산학리길,64.7,137.6
세종특별자치시 -,4130135900,보람서로,27.7,113.4
세종특별자치시 -,4130136000,보람서로,21.7,125.7
세종특별자치시 -,4130136100,금남구즉로,35.1,9.5
세종특별자치시 -,4130136200,금남구즉로,37.1,10.6
세종특별자치시 -,4130136300,나리로,46.5,125.8
세종특별자치시 -,4130136400,나리로,50,124.9
세종특별자치시 -,4130136500,나리로,32.2,46.7
세종특별자치시 -,4130136600,나리로,35.4,47.3
세종특별자치시 -,4130136700,소로길,22.1,23
